SquareFootage,Bedrooms,Bathrooms,Price
2177,1,2,275086
1317,4,3,469280
890,2,3,323058
1667,5,3,186594
950,2,1,166446
2115,3,2,301828
1200,1,2,478054
2428,4,2,296294
767,5,1,295865
598,5,1,299976
1069,1,2,459553
1335,2,1,176962
2314,2,2,171204
2491,1,3,462213
1916,2,3,386352
1978,1,1,447932
1299,4,1,243998
1266,4,3,474034
2132,1,1,331673
1836,4,3,142464
1575,2,2,498974
2446,1,3,361180
1212,5,1,349975
735,5,1,251138
1654,2,3,316527
2148,4,2,200681
1403,1,2,265087
926,3,1,138005
1274,1,1,278079
1188,4,2,168385
2405,4,1,210300
778,2,1,384254
1427,5,1,339522
2382,4,2,223607
2371,5,3,207576
1385,1,3,365334
2014,5,3,471134
2384,3,2,272156
1350,2,1,210870
2219,4,1,340378
1487,1,3,143002
1770,3,3,266736
606,2,3,426732
1702,1,2,495008
1873,1,2,384813
1034,1,3,487868
1450,1,3,189912
763,3,3,313598
1666,1,2,188717
2272,2,2,308094
2472,2,2,147326
979,2,3,218771
2271,4,1,115955
1083,4,1,196436
1310,5,2,126575
1659,3,2,456996
1099,1,1,472189
1517,2,2,137270
712,1,1,121217
2227,1,1,382033
668,3,3,283550
938,2,2,258696
1081,2,3,234006
2176,4,2,263898
887,3,1,233350
1079,1,1,196166
1918,5,1,356123
1104,3,1,467946
1207,1,1,165669
948,2,2,260748
1158,3,3,405636
1142,4,1,395493
2196,5,1,341113
2188,4,1,401903
867,1,1,136001
1606,5,1,337932
1926,3,2,234315
1858,5,1,293664
875,5,1,496068
1932,1,3,433903
2455,2,2,276945
511,4,1,314682
794,3,1,419644
2204,4,2,342504
1732,4,3,491671
2018,2,2,300660
1567,2,3,380050
1839,5,3,249362
2386,5,2,216118
813,1,3,292346
563,5,2,216282
1784,5,3,494267
1614,2,1,138311
1354,3,1,398697
842,5,3,219179
2272,1,1,286205
2184,1,1,380429
607,5,3,479046
1806,2,3,393141
2281,3,1,338132
1386,1,1,304705
1290,5,2,398820
1699,2,3,305881
1573,1,2,327046
1903,5,1,166512
1617,4,3,378716
2226,3,2,117708
1945,4,1,210316
909,4,1,271248
1980,5,2,197664
2048,3,3,141625
1927,2,1,163084
2324,1,2,432348
1175,1,1,395142
2003,2,3,179725
2442,4,2,259296
1887,5,2,293209
580,2,2,397682
1410,4,2,277284
1092,4,3,134039
823,5,1,189960
688,2,1,218573
878,4,2,280604
786,2,3,338027
945,4,1,205025
1431,2,1,289584
2338,4,3,169412
1885,5,3,229183
2134,3,1,142278
616,5,3,170363
1903,2,2,499151
2189,3,3,151193
2490,1,2,271736
1863,2,2,278571
2258,3,3,317819
1543,2,1,350218
1687,3,2,343340
1536,3,3,359780
1403,3,2,170518
2075,4,2,379886
694,5,3,293011
1765,1,1,415745
1440,5,3,298619
823,2,2,478300
1649,2,2,338059
2192,3,2,137264
1752,2,3,382239
2390,5,1,172262
580,2,2,193121
505,3,2,409111
1931,3,1,187584
2402,1,1,236206
624,2,2,265812
2155,5,3,108463
1076,3,2,234904
978,2,3,312607
1835,2,3,498462
1890,1,1,178031
1734,4,2,239546
978,1,2,167865
1568,4,1,339971
1247,2,3,313230
1148,4,3,223715
2297,3,2,151261
675,1,1,350275
2187,5,1,307793
2248,2,2,148658
1418,3,3,292372
1889,5,2,292797
1911,1,2,495876
994,4,2,105608
2428,5,2,288189
874,3,2,217566
1016,2,3,198101
2379,4,3,160563
2425,2,3,162929
1503,5,2,236522
1615,5,2,412022
2019,5,1,142600
1316,4,3,181582
544,4,1,432720
1677,3,2,364656
1433,1,1,426791
1751,4,2,113332
1290,5,2,448935
1957,2,1,445426
852,3,1,341973
2128,2,2,218246
1240,3,3,304707
2115,3,1,327206
2208,1,3,357298
1132,4,3,312020
555,2,3,401105
1375,1,3,456072
1992,4,1,443072
688,3,3,130110
1286,2,2,127989
1637,5,2,448485
1525,3,2,448272
2097,3,3,321087
2095,2,1,238229
675,1,3,432197
939,4,1,181441
957,2,3,403959
788,3,2,221729
1637,1,3,355363
650,4,3,356138
2123,4,2,373367
1640,1,3,257847
2072,4,1,296585
1009,3,2,303836
963,5,2,376022
826,5,2,475351
820,1,2,260240
2491,1,1,113707
2351,5,1,276303
1684,1,3,203958
934,2,1,314095
1202,5,2,469615
1066,1,3,471313
1972,4,3,266729
693,3,1,350977
509,2,2,178515
2223,3,1,201012
882,4,1,271106
1711,5,3,130428
514,5,3,241762
762,5,3,239365
1072,5,2,454829
1307,2,3,127194
1044,2,1,215614
746,2,2,282500
1332,1,2,447909
1798,3,3,237858
550,3,2,475873
1897,2,3,441754
712,3,3,388491
682,1,2,381861
1072,1,3,436082
1475,1,2,218845
978,4,1,319603
952,5,1,271765
2193,1,2,382986
1105,5,1,329371
1477,2,1,107213
1359,4,3,270816
1406,3,3,193013
951,3,2,326234
2169,3,1,122459
1268,2,3,318380
2354,1,1,249903
1068,2,2,141834
1337,5,1,100813
1074,5,3,187994
1801,1,3,455563
2127,5,2,241894
1517,2,2,129960
2493,2,2,264109
1942,3,1,420069
1739,4,2,237776
1891,5,2,108218
2091,4,2,405794
1632,2,2,102850
1999,5,1,315385
2161,4,1,239470
1364,3,1,199741
1589,5,1,273322
783,4,3,193124
2388,1,2,216764
2270,2,2,329563
2289,3,3,216913
1885,5,2,114192
1814,2,3,120417
2059,5,1,451030
620,1,1,142900
1490,3,3,475993
2289,4,3,327593
1747,2,3,148608
1424,5,1,434608
2312,3,2,185032
1007,2,1,382020
1833,5,3,164852
888,1,3,404569
1009,3,2,318583
1097,4,3,149210
2112,5,3,393030
2340,1,3,344513
1626,5,3,460305
777,1,2,449907
558,4,1,276814
1950,3,1,351325
2110,2,3,300582
1677,3,3,121925
1662,1,2,320853
601,2,2,232561
593,3,3,377722
1812,5,2,139248
2099,2,2,360116
2332,3,3,449150
687,1,3,411561
1347,4,3,315730
1057,4,3,229817
672,3,3,297847
580,2,1,116756
1263,2,3,304451
1906,1,2,231636
2406,3,2,436357
908,3,3,393585
725,4,3,180811
911,5,3,108632
1518,3,3,308848
1023,1,3,146225
1417,2,1,218708
2167,1,2,100290
1072,3,1,228325
2027,5,2,326749
751,5,3,365520
1430,5,2,188680
1205,1,2,390615
2238,3,1,404419
1105,2,2,421065
1261,2,2,132593
1712,4,1,350834
2290,3,1,404324
689,1,3,304948
650,5,2,484824
1824,4,1,363394
967,1,1,391086
1298,2,3,408782
1352,5,3,352797
772,5,2,450925
1065,2,1,282250
1577,4,1,294525
1705,4,2,215954
1771,5,2,310925
1551,2,1,456572
541,5,2,341085
1724,4,1,239833
1812,2,3,306864
1741,1,1,272833
2036,4,2,447284
2047,4,2,410999
2101,2,2,350151
1172,3,1,351322
2370,5,1,310695
2193,3,2,148556
1105,2,2,135856
1544,3,1,390694
1939,2,1,165017
1697,5,2,444508
732,1,3,328619
760,4,1,297141
841,5,1,332867
771,2,2,450923
1354,1,2,336301
1267,5,1,253495
2214,1,2,292033
2342,2,3,234860
1235,5,3,205773
1590,4,1,232320
1341,1,1,266364
1754,3,2,273936
2046,5,3,495473
2387,4,2,373367
1948,1,1,271496
2191,2,2,169874
1276,1,1,408411
1480,1,3,398182
1836,5,2,172191
1504,2,3,233027
2402,2,1,430998
2302,5,2,374786
1871,5,2,290577
792,4,3,282237
1765,4,3,399958
505,4,1,362298
781,2,3,100496
1220,2,2,337824
2377,2,3,162928
1969,3,2,234397
1040,2,3,291857
749,1,3,398874
1726,5,2,174482
1946,4,1,426732
1874,2,1,356247
1197,4,1,434253
851,4,3,113316
528,4,3,102268
2375,2,2,449273
1665,3,2,487530
1157,4,1,233457
2130,3,3,247476
2499,5,3,335102
1470,3,3,465874
741,4,2,188220
1344,3,3,161161
1541,4,3,189606
1973,1,1,241661
723,2,2,144522
1975,3,2,102770
1540,3,3,494809
886,1,3,386935
1102,4,3,198924
2201,4,2,175901
726,3,2,198038
1424,1,3,102220
1785,1,1,235351
1923,1,2,361745
689,1,2,315560
1471,5,1,245264
994,4,1,181244
1030,2,3,421926
2229,3,2,253631
915,4,3,287937
1451,3,1,262876
1964,1,1,409523
1302,2,2,420550
681,3,3,287170
1419,3,3,498512
1549,1,2,306994
1151,2,2,374101
2146,3,1,372616
1267,4,1,160884
1626,1,2,348565
998,5,2,111759
1905,5,3,101107
2033,1,1,434880
1660,3,3,411618
2228,2,1,175922
1161,3,2,399734
1441,1,3,484857
1084,3,2,484776
2252,4,3,411490
1878,2,1,188230
2382,4,2,270299
2180,1,3,123296
1947,1,1,273877
1524,5,1,386365
1972,2,2,485519
800,3,3,418465
2400,2,2,163738
2311,2,2,384966
1164,2,2,384425
2447,4,3,283489
853,3,3,495855
1999,2,2,412527
1297,1,3,196191
1900,3,1,259098
501,4,3,162487
1426,3,2,298756
1670,1,1,415726
702,2,3,114918
1641,5,2,427216
952,3,3,215685
1835,3,3,349368
2293,4,3,148768
1004,2,2,272127
1458,3,3,411603
1787,2,1,446624
1394,2,1,235677
1601,1,2,135004
610,1,1,442781
2420,1,3,310483
907,2,2,468947
2264,2,3,255243
971,1,1,221011
923,2,2,151302
1967,5,2,424765
1454,2,1,181945
637,5,3,191334
950,5,2,202495
1398,2,3,217889
1009,2,2,132607
1753,5,2,260250
1797,3,3,256305
852,1,1,146829
1546,2,2,451632
1607,5,2,468681
2185,1,1,276938
810,3,1,449608
651,5,1,365497
1635,3,1,159970
1632,5,3,393366
1413,4,1,137088
762,4,1,490030
1430,3,3,141678
1741,1,3,350873
2273,3,2,468223
1565,1,2,467544
1145,2,1,223993
563,1,3,440300
698,2,2,150319
2280,3,3,192064
2491,3,3,168748
544,4,3,336061
1682,2,3,136022
2116,2,1,122252
786,3,3,397894
1219,3,2,258361
1559,5,2,323587
1804,5,1,332074
1629,3,2,161041
2464,3,2,429970
2084,5,1,179079
2214,5,3,494475
2375,4,3,302579
2116,4,3,101343
750,1,3,354650
1612,1,3,273483
1611,2,1,200236
2420,4,1,484331
1043,4,1,407985
828,3,1,130430
1653,1,3,369640
1137,2,1,312366
1655,3,3,299816
2481,5,3,190982
1849,2,3,172400
2103,3,1,329614
1786,2,3,477229
2428,1,1,442580
2335,5,3,177565
1313,5,2,260180
1624,5,2,181991
2275,1,2,450617
1298,4,1,361689
1942,2,2,270948
779,5,1,475233
2472,4,3,453117
2021,5,2,184909
1805,2,2,377956
673,5,1,184521
796,1,1,335001
2277,3,1,329141
1572,4,3,394997
1904,2,1,102308
1568,3,2,199629
1166,5,1,411304
1134,4,3,360388
1602,2,2,339345
1218,5,3,179843
2010,1,3,263173
2176,1,2,300961
1876,1,1,348896
1053,5,3,484305
537,5,2,295184
2349,4,2,479809
1462,3,1,425287
2360,4,1,451286
1310,3,2,406721
2303,3,3,296912
671,3,2,457720
1480,4,2,157514
2105,3,3,143064
782,1,2,385012
1273,3,2,263229
1665,2,2,315259
2240,1,2,187355
2242,5,1,314514
2094,4,3,223012
2339,4,1,293226
1445,5,3,402831
1793,4,3,249206
512,1,3,414265
911,5,1,422344
1149,1,3,145082
1027,5,2,468966
706,1,2,483940
2255,2,1,251351
1023,5,3,422837
2019,3,2,159638
804,5,2,282191
2383,3,2,317786
2046,2,2,374064
1273,5,3,370574
1114,5,3,179911
2467,1,3,470270
2349,5,3,230192
1526,5,2,308508
856,3,3,267604
524,2,2,221318
1654,4,3,177453
1158,2,3,315295
2369,5,1,229825
750,4,3,171558
812,2,3,281207
644,2,3,430018
2412,4,1,391828
1951,5,2,126656
2088,4,2,343120
2219,2,3,427120
2170,4,1,212005
2042,3,3,237269
560,2,2,392618
2250,3,3,483143
1435,1,2,416561
2103,5,1,353974
2061,1,2,171779
2154,1,2,189396
1930,5,1,115030
837,5,2,477023
1119,5,1,249112
2290,2,2,438510
1281,3,1,207800
2117,2,3,158045
1687,5,1,164887
872,2,1,465962
2429,1,1,188455
1970,4,1,487422
1277,2,1,308182
1012,4,3,411766
1596,4,3,287991
611,5,3,238898
1793,2,2,399385
1523,2,2,423927
895,5,2,215503
2340,5,2,496971
2323,3,2,474553
1999,1,3,190455
2108,3,3,175985
1777,3,1,368954
1796,1,2,152006
1030,4,2,438760
1820,4,1,363176
1223,2,2,447315
2303,2,3,335256
1881,2,1,375890
942,1,3,441045
1327,5,2,139924
1074,1,3,359046
1446,4,2,388624
1736,1,1,187680
1167,4,3,225779
2493,1,1,278056
858,2,2,199789
1923,1,2,491226
1782,3,3,370899
1320,5,2,472057
793,3,3,213100
919,1,2,257801
2137,1,3,455996
1274,3,2,398248
1532,5,1,114436
2092,1,3,300086
759,2,1,278771
614,5,2,233733
1719,5,1,147130
1822,4,1,212077
943,1,2,322374
1690,2,3,153650
750,3,2,242508
785,4,1,353170
1988,5,2,490912
2282,5,2,106760
1990,5,2,222059
1044,4,1,211915
1823,2,1,111345
543,4,3,186737
1713,2,3,177069
1587,2,1,383219
1168,1,1,286914
777,3,3,103596
1953,5,1,304417
1101,2,2,382152
2090,1,2,408605
608,1,1,223436
2011,1,1,250034
1081,1,3,455677
2250,2,2,327683
2025,3,2,209851
2191,3,2,263432
1045,4,1,162459
2036,4,1,276573
2250,5,3,375256
1324,4,2,482800
1794,1,3,407162
1844,2,1,166593
1205,1,3,154982
1431,5,1,364139
2299,2,2,274162
1799,5,1,192645
2383,3,2,208125
1590,1,1,342861
1863,2,1,340085
1516,5,2,443871
600,3,3,335658
2120,2,1,325016
1317,5,1,413892
2488,4,3,449995
1885,2,3,157262
2200,4,2,212808
2177,4,1,155841
1613,5,1,444793
1514,1,3,398819
2067,4,2,369966
1721,5,3,155651
1111,4,1,400677
1452,3,3,109819
2213,3,1,138182
2186,2,2,295220
2293,5,1,488954
1214,2,1,252960
1970,1,3,413564
1700,5,2,398710
2215,2,2,250611
1770,4,2,187650
1958,3,1,414552
2090,1,3,441884
2241,2,2,488637
1662,2,1,212587
758,1,3,176933
1561,4,2,453686
2209,2,1,118434
536,1,2,303760
1591,2,1,314585
1452,1,3,194612
2104,2,2,459511
2239,4,2,120328
730,5,3,410446
2477,2,2,123301
601,2,2,348931
2234,1,3,203807
2257,1,1,498201
1574,2,3,176156
2136,3,3,399247
822,4,3,426198
1464,2,1,118300
1090,5,1,246626
1151,3,3,106626
554,2,1,126016
1841,3,3,180444
2230,4,3,148307
1158,4,3,170507
563,5,1,105996
1815,1,1,488921
1049,5,1,318287
595,5,3,306489
1832,3,2,466635
591,1,3,116533
1333,2,3,453615
690,2,3,117254
1254,2,2,285258
1734,5,3,204411
754,4,1,125919
1933,2,2,154096
1301,2,2,413789
1202,1,1,287208
1136,5,2,218710
605,2,3,114722
848,2,3,219674
1436,2,1,347906
735,2,1,142489
572,1,3,498847
544,4,2,347258
1000,4,3,419231
2371,4,1,434483
2445,2,1,413364
1580,1,1,127126
1106,3,2,156185
1560,1,1,205335
1099,4,3,366628
1426,5,1,370945
1191,1,2,442630
1543,2,2,227089
2495,1,3,178568
1708,3,3,384702
1031,3,1,138053
938,5,1,211196
2021,3,3,179068
2198,2,3,323890
2046,4,2,187605
1703,2,2,308550
1858,2,3,235967
1240,5,3,124868
1934,1,1,237283
2151,5,2,218921
2341,1,1,417080
651,2,2,144840
2208,5,2,363947
1391,5,3,132122
2265,5,3,266303
1619,1,2,204072
905,4,1,471866
2353,2,1,260067
553,1,2,308016
672,2,1,401049
788,1,1,285521
2085,3,1,272458
1515,5,2,289582
1926,1,1,344365
691,4,3,325869
2374,3,1,325992
2347,2,1,123588
2294,4,1,321624
1780,4,2,377637
1989,2,1,450642
2219,1,2,159140
2295,5,2,475463
588,2,3,202050
650,4,1,261200
2110,2,1,130944
1529,3,1,496784
2155,4,2,218823
1434,3,1,335978
1137,5,3,344857
2334,2,1,212441
1759,3,3,493921
1518,5,3,493499
1883,1,3,492455
2161,3,1,145390
1533,5,3,333107
2149,5,3,221564
1811,4,1,348810
582,5,1,133611
816,1,3,271962
1161,1,3,226903
691,2,3,479411
1413,4,3,302016
2193,5,2,414136
780,5,3,417448
533,5,3,382136
857,4,2,137567
1367,4,2,293199
649,1,1,253188
1310,5,2,183589
1988,1,2,471712
2110,1,1,210634
2024,3,3,323989
1814,1,2,346828
1583,5,1,461351
932,4,2,168624
1877,5,3,308847
1719,3,1,415922
1580,1,2,151506
1289,3,2,378873
693,3,2,307244
2356,2,1,337144
2115,5,1,200077
521,1,2,166073
1467,1,3,472730
1811,3,1,258141
1802,2,2,160224
1421,4,2,235316
523,3,2,238047
1744,2,3,126342
2402,4,1,425780
2366,1,3,387057
1286,4,3,113040
968,5,2,212313
1650,3,1,207284
755,3,3,144775
643,2,1,373398
1067,5,1,445609
1321,3,2,307102
2153,3,2,441952
1263,2,2,367525
2142,1,3,226270
1458,1,1,326177
1764,1,2,453627
1087,4,3,194809
1455,5,3,475351
937,3,3,357072
2115,4,3,222761
2351,5,3,237813
1897,2,1,304313
666,3,1,461947
2442,4,3,334200
1108,5,1,198590
767,4,1,351390
623,2,3,490028
578,4,3,105328
2193,3,1,366318
683,5,1,308928
2302,5,1,114775
2475,1,3,329635
581,1,2,194962
758,5,3,310831
706,2,3,481565
619,5,1,367541
810,3,2,464161
835,3,1,212552
2128,5,1,325417
1557,1,3,103190
2433,2,3,430368
1153,2,1,348778
1772,3,1,475942
1579,1,1,221138
2371,2,3,319908
1938,2,1,296602
1441,5,2,105875
2103,2,2,220918
1587,5,1,133637
1174,2,2,346937
1508,2,2,480390
1501,4,2,211669
1792,5,2,432813
518,3,1,222636
2062,2,3,331320
1212,3,1,154145
1512,5,3,476616
2121,4,3,203679
2300,5,2,306939
1080,4,3,151268
1203,4,1,239030
863,2,2,205685
1445,1,1,261672
970,1,1,283767
1974,5,3,317780
2161,4,1,396448
697,3,2,262295
808,1,2,343424
890,2,2,136093
582,1,3,207704
2335,3,1,208980
1376,1,2,414840
1789,3,3,366658
1159,4,2,263311
1134,5,1,454606
1983,1,1,249403
1668,2,1,309547
1300,4,2,226374
1130,5,3,188013
1123,1,1,388997
1836,4,3,257851
792,4,1,292990
1853,3,1,157955
1573,1,1,262823
1388,2,2,472256
2379,1,2,204691
2460,4,3,200681
1818,4,3,367169
1886,4,2,265334
2358,2,3,321798
566,1,3,266747
608,5,1,461660
1244,3,3,130241
2148,3,3,454768
1665,4,2,144601
1516,4,1,424360
1981,3,1,166106
1365,1,1,239508
2278,3,3,180186
1698,2,1,115966
1790,4,2,472899
2308,3,2,352243
2178,1,1,172558
1261,2,3,254981
2276,3,1,466212
1308,3,2,335638
1987,5,2,286297
816,1,2,183225
1584,2,1,221584
1408,3,1,473583
2295,4,1,431925
1159,3,3,387911
1895,4,2,309657
2350,3,1,257611
1716,5,2,112339
790,1,3,349269
1689,2,2,472055
1518,1,1,274178
832,1,3,313436
2351,4,3,456648
2430,1,1,116859
784,1,3,418490
1637,5,3,113369
1816,1,3,231934
1199,5,1,107674
1118,3,1,306090
1418,1,1,157312
2042,2,3,215461
2216,2,1,493704
1035,3,1,436325
501,5,2,437492
2369,5,2,276793
2314,3,2,168358
1449,1,3,276144
1991,2,1,313952
1045,4,2,203269
1860,4,3,230269
2116,2,1,253706
1933,1,2,117369
2180,1,1,401126
2296,4,3,156549
758,4,3,325019
1257,2,3,162673
1199,5,1,422961
1821,3,1,384282
637,4,3,478963
742,2,1,220242
1575,4,2,302107
2327,2,1,351283
606,3,1,206583
687,4,2,479070
862,1,3,358977
650,2,1,297925
1216,2,2,268599
1670,5,1,207581
2327,2,2,193138
2385,3,1,457173
2491,3,2,263483
1741,1,1,128831
1685,3,2,137630
2357,1,2,385431
2350,3,1,244683
627,3,2,224400
2086,5,2,428613
894,5,1,275313
1226,1,2,111788
799,5,1,487410
1278,5,1,135194
2034,2,3,478461
2354,1,3,210695
756,1,2,140290
2135,5,3,439878
629,2,3,269259
511,1,1,149197
980,3,3,388070
2363,1,2,353409
1811,4,2,348199
943,4,1,222009
665,1,2,318352
1460,5,2,239696
1611,3,2,334009
2082,2,3,280468
949,1,3,284918
1037,1,3,157041
892,5,1,233395
972,3,3,422616
1698,2,2,306611
2178,1,3,135744
1937,3,1,265085
2275,4,2,155397
1148,3,3,428023
1453,1,3,141704
1401,4,3,441199
631,3,1,286900
779,5,3,484592
2416,5,3,452497
1780,4,2,392628
2305,2,2,326770
511,5,3,128402
1012,5,2,350627
2409,4,1,400038
1100,4,3,487978
835,3,1,174547
1057,2,1,299366
2104,1,3,331177
957,2,2,397633
614,3,3,127721
663,2,1,333451
2067,1,2,477588
891,4,3,487774
1760,2,1,107812
2337,1,3,147663
760,1,2,118013
1902,1,1,256991
1884,1,1,219070
768,1,2,187396
1179,4,3,309447
2395,5,2,151102
2234,3,3,426200
2328,4,2,424676
2361,3,3,258139
1863,1,1,252938
1725,2,2,490700
2477,4,1,244914
2319,1,1,350908
1940,2,1,439829
906,2,3,264415
977,4,1,334298
1484,1,2,311956
2210,1,2,214684
1329,1,1,385250
603,1,2,115003
1747,5,2,130629
1449,2,1,248957
1385,2,3,197091
2379,2,1,110799
691,1,1,300765
1348,4,1,472592
521,1,1,195891
931,4,2,398173
1385,3,2,125121
826,3,1,144453
2070,4,3,268397
1150,1,3,304848
2237,1,2,436129
2061,1,3,300692
1427,1,3,449309
563,5,2,106848
2016,5,1,154736
2300,1,3,236104
2243,1,3,484526
1873,2,2,259322
2203,3,3,299176
2067,3,3,496633
2088,1,1,331392
1512,1,1,400859
1613,3,2,265347
534,1,2,466150
1317,1,1,249660
1794,4,3,290247
1236,2,3,456303
1805,4,2,436602
1210,5,1,255364
2081,1,1,256359
2118,3,3,438693
2332,3,2,181992
1540,2,2,419647
2227,3,1,153653
1390,4,1,469305
1385,2,1,454206
1780,1,1,381136
2486,4,1,459484
855,5,3,499772
1283,4,2,461727
1785,1,2,113096
1037,2,2,488488
2420,4,1,436927
1295,4,2,457630
1315,5,3,349125
2348,4,3,171694
1819,1,2,214147
877,4,3,150100
1244,1,2,269794
1580,4,3,131592
1876,4,2,480321
1368,1,2,348892
1135,2,3,172647
808,2,3,308972
1768,3,2,116979
2044,4,1,289926
928,4,3,281873
1914,1,3,473310
960,5,2,349253
2242,3,3,195341
1314,5,3,326775
818,1,2,315199
1784,1,2,235468
1739,5,2,264575
2082,4,2,499566
1610,4,3,140387
1642,4,3,332773
1584,3,1,370539
1195,4,3,180971
1921,1,1,296467
1405,2,3,135093
1264,3,2,494880
683,5,3,175961
2431,5,2,421078
1334,3,2,411989
1854,2,3,229667
1161,5,3,479178
1238,5,2,458012
798,5,2,240473
661,3,1,466320
1801,1,3,452172
1874,1,3,276790
1710,3,2,442756
717,2,1,439794
1937,3,1,117273
1119,4,1,151729
1123,4,3,250110
2282,1,3,397463
1141,2,3,373790
1763,4,3,459216
1800,1,2,265854
504,3,1,291724
516,4,1,145403
1410,5,2,444697
1875,2,2,483489
2179,4,2,405192
604,5,1,336386
2394,1,3,421289
551,1,3,341915
2148,1,3,216643
1064,5,1,290471
549,3,1,185808
2437,5,2,153925
751,4,3,497790
1488,3,3,182277
654,1,3,222690
568,5,3,178287
1768,5,1,396003
1768,2,2,239727
918,2,3,232326
1751,4,2,487034
710,2,1,111114
1340,3,2,476613
1415,2,2,415850
1224,5,3,207028
1515,1,2,481281
1078,2,1,349468
2260,2,1,294639
2436,2,3,359586
1660,2,3,353115
1880,5,3,157492
1300,3,2,125424
1760,4,2,102435
1623,4,1,275942
892,4,3,189421
1507,3,1,145250
1753,5,2,124813
1733,3,1,485005
1894,2,1,301894
1006,4,1,378897
1558,2,3,392331
1582,5,2,262884
1093,2,1,281477
719,4,3,406847
1556,3,1,457555
1243,3,3,234179
1280,5,1,122245
2193,5,1,243033
2129,3,2,494997
1581,3,1,361785
2294,4,3,141639
2215,3,1,492926
1049,1,1,439718
1569,1,2,433520
1304,1,2,382614
1453,2,2,280583
1631,1,3,229641
1320,3,2,426065
1700,5,2,292173
1183,3,3,437854
2492,1,2,412323
1468,1,2,226014
2338,1,3,462102
1309,1,1,431100
2170,3,1,459242
1238,4,3,360318
1385,4,1,304996
2432,1,3,288506
833,5,1,348127
2343,4,2,498945
1703,4,1,289964
1539,1,3,143975
985,2,1,188616
655,5,2,457153
2040,5,2,332434
1863,1,2,118153
1642,5,1,206544
1606,1,1,149135
798,3,1,157271
2379,1,3,109345
1368,1,3,237073
1432,4,1,217641
2123,1,3,113192
1346,5,3,465793
1210,2,2,361478
1498,1,3,205546
2193,5,2,239278
2251,2,1,476572
2078,4,1,231999
758,2,1,417102
926,1,1,297597
1181,1,2,444512
1239,1,1,421164
955,3,3,227890
2391,1,3,443782
2427,1,1,267859
1249,2,3,322094
1312,1,3,427329
753,2,2,491710
1562,1,3,175166
2064,3,2,286637
1367,5,2,212888
2434,4,3,102975
699,2,2,110956
848,4,2,292964
1162,2,3,280037
849,2,2,472639
1922,5,1,338616
2258,4,3,479593
1202,2,3,145792
2319,1,1,300043
1283,5,3,462304
1178,4,1,289431
756,2,2,499730
2208,1,1,145535
1475,5,2,345369
1004,4,2,210312
1661,5,3,127464
2196,1,1,140109
1916,5,3,329076
585,4,3,484899
1366,4,1,421262
1199,3,1,132522
880,1,1,365845
1415,2,1,207952
848,4,1,398993
1281,5,2,204094
507,5,2,287063
826,1,3,391757
843,3,3,147594
1293,2,2,133259
2182,5,1,101357
1585,3,1,323984
2251,4,2,272247
1829,3,1,273871
1190,5,2,259548
1067,4,3,182934
1815,4,3,300359
1740,4,2,397659
2422,1,1,391964
2186,2,3,317835
1272,2,3,134388
1666,2,3,155911
2138,1,3,247623
1498,5,1,144795
2438,2,1,440133
1293,3,1,303171
1406,3,3,219787
2187,4,3,442714
2081,2,2,397525
2452,5,3,480402
719,4,2,156977
2310,3,2,203544
1159,4,1,397530
2060,3,2,117202
1386,2,1,201833
2345,3,1,423034
718,3,2,189445
1942,4,1,472193
2206,3,2,173482
739,3,3,409620
1218,2,2,145779
1857,1,2,114291
865,1,1,341559
664,3,3,138645
1636,2,1,471177
1543,2,3,398824
2263,3,1,201385
2357,2,3,287723
2348,2,3,271601
1959,2,1,240528
976,4,3,187445
683,1,1,485875
2399,4,2,363943
1675,2,2,350875
1125,3,2,237392
2428,1,2,215414
1629,1,1,332781
1465,3,3,472807
1631,2,2,387471
1369,3,3,234325
1475,1,2,355556
2261,1,1,286492
682,4,3,130890
2061,2,2,265156
1112,2,1,185460
2025,1,2,298116
2215,1,1,156908
1797,2,1,452146
2430,5,1,378379
2488,5,1,123458
1917,4,2,108523
2289,4,3,418300
2236,2,1,219706
1564,3,2,332281
2497,3,3,134053
990,2,1,378434
514,5,1,235673
1079,4,1,351898
1764,3,3,282870
1671,5,1,406105
2118,1,3,320064
874,3,3,100742
1027,3,2,436136
2434,4,1,156768
1459,4,1,248694
2195,1,1,151477
598,2,3,412308
1590,3,1,159048
1935,5,1,102885
1714,3,1,298485
2364,4,2,310539
809,4,2,300422
784,3,1,199449
544,4,1,219422
532,3,1,455703
773,4,1,238520
2134,2,1,369115
1036,5,1,484539
2347,3,3,191837
1937,4,1,372600
2026,3,3,102128
2414,1,1,323353
2317,2,3,480193
1346,5,3,495635
2201,1,3,292334
959,2,1,206078
978,1,3,116940
2082,4,3,416093
514,4,2,232821
1993,4,2,178089
1240,5,3,419100
1152,3,1,286485
512,4,3,489891
516,2,1,287358
1414,4,2,235570
857,5,3,258591
2169,3,1,199033
2071,4,1,248019
1767,1,1,232179
1026,1,3,239505
1703,5,1,112140
657,5,1,164900
1336,5,1,239705
1190,5,1,236897
1912,1,1,259965
1016,4,1,154392
1265,1,3,485287
2381,4,1,199384
1362,2,2,263514
656,5,1,448380
734,1,3,200111
1603,2,1,104527
1644,5,2,328627
2203,3,3,231021
1013,5,1,224355
698,4,2,184912
1232,2,2,414884
1933,5,3,192559
1555,4,3,317374
1055,2,1,104014
960,2,3,392033
1164,3,3,498844
